[2024-11-25T00:00:02.578+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-25T00:00:02.598+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-24T00:00:00+00:00 [queued]>
[2024-11-25T00:00:02.607+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-24T00:00:00+00:00 [queued]>
[2024-11-25T00:00:02.608+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-25T00:00:02.624+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-24 00:00:00+00:00
[2024-11-25T00:00:02.642+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=1607) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-25T00:00:02.645+0000] {standard_task_runner.py:72} INFO - Started process 1615 to run task
[2024-11-25T00:00:02.642+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'scheduled__2024-11-24T00:00:00+00:00', '--job-id', '238', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmpocqy4myb']
[2024-11-25T00:00:02.646+0000] {standard_task_runner.py:105} INFO - Job 238: Subtask extract_usa_spending_data_task
[2024-11-25T00:00:02.706+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-24T00:00:00+00:00 [running]> on host c38f41c7f3f7
[2024-11-25T00:14:24.074+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0017_8620 (Request 349/507)
[2024-11-25T00:14:26.870+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0022_8620 (Request 350/507)
[2024-11-25T00:14:29.213+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0022_8620 (Request 351/507)
[2024-11-25T00:14:31.528+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0010_8620 (Request 352/507)
[2024-11-25T00:14:33.861+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0010_8620 (Request 353/507)
[2024-11-25T00:14:36.192+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0017_8620 (Request 354/507)
[2024-11-25T00:14:38.515+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0016_8620 (Request 355/507)
[2024-11-25T00:14:40.864+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0014_8620 (Request 356/507)
[2024-11-25T00:14:43.214+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0010_8620 (Request 357/507)
[2024-11-25T00:14:45.526+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0013_8620 (Request 358/507)
[2024-11-25T00:14:47.860+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0010_8620 (Request 359/507)
[2024-11-25T00:14:50.239+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0018_8620 (Request 360/507)
[2024-11-25T00:14:52.566+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0013_8620 (Request 361/507)
[2024-11-25T00:14:54.925+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0015_8620 (Request 362/507)
[2024-11-25T00:14:57.276+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0020_8620 (Request 363/507)
[2024-11-25T00:14:59.608+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0019_8620 (Request 364/507)
[2024-11-25T00:15:01.988+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0010_8620 (Request 365/507)
[2024-11-25T00:15:04.325+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0020_8620 (Request 366/507)
[2024-11-25T00:15:06.913+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0024_8620 (Request 367/507)
[2024-11-25T00:15:09.261+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0024_8620 (Request 368/507)
[2024-11-25T00:15:11.634+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0016_8620 (Request 369/507)
[2024-11-25T00:15:13.956+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0013_8620 (Request 370/507)
[2024-11-25T00:15:16.375+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0018_8620 (Request 371/507)
[2024-11-25T00:15:18.730+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0021_8620 (Request 372/507)
[2024-11-25T00:15:21.145+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0006_8620 (Request 373/507)
[2024-11-25T00:15:23.450+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0026_8620 (Request 374/507)
[2024-11-25T00:15:25.792+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0016_8620 (Request 375/507)
[2024-11-25T00:15:28.128+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0019_8620 (Request 376/507)
[2024-11-25T00:15:30.437+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0018_8620 (Request 377/507)
[2024-11-25T00:15:32.797+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0013_8620 (Request 378/507)
[2024-11-25T00:15:35.151+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0018_8620 (Request 379/507)
[2024-11-25T00:15:37.480+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0024_8620 (Request 380/507)
[2024-11-25T00:15:39.802+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0018_8620 (Request 381/507)
[2024-11-25T00:15:42.141+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0018_8620 (Request 382/507)
[2024-11-25T00:15:44.467+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0022_8620 (Request 383/507)
[2024-11-25T00:15:46.798+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0018_8620 (Request 384/507)
[2024-11-25T00:15:49.140+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0024_8620 (Request 385/507)
[2024-11-25T00:15:51.502+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0024_8620 (Request 386/507)
[2024-11-25T00:15:53.858+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0020_8620 (Request 387/507)
[2024-11-25T00:15:56.194+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0019_8620 (Request 388/507)
[2024-11-25T00:15:58.874+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0020_8620 (Request 389/507)
[2024-11-25T00:16:01.214+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0022_8620 (Request 390/507)
[2024-11-25T00:16:03.547+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0016_8620 (Request 391/507)
[2024-11-25T00:16:05.848+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0024_8620 (Request 392/507)
[2024-11-25T00:16:08.187+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0016_8620 (Request 393/507)
[2024-11-25T00:16:11.127+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0022_8620 (Request 394/507)
[2024-11-25T00:16:13.460+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0016_8620 (Request 395/507)
[2024-11-25T00:16:15.790+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0020_8620 (Request 396/507)
[2024-11-25T00:16:18.125+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0020_8620 (Request 397/507)
[2024-11-25T00:16:20.538+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0024_8620 (Request 398/507)
[2024-11-25T00:16:22.887+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0019_8620 (Request 399/507)
[2024-11-25T00:16:25.236+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0018_8620 (Request 400/507)
[2024-11-25T00:16:27.550+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0018_8620 (Request 401/507)
[2024-11-25T00:16:29.874+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0016_8620 (Request 402/507)
[2024-11-25T00:16:32.211+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0020_8620 (Request 403/507)
[2024-11-25T00:16:34.524+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0023_8620 (Request 404/507)
[2024-11-25T00:16:36.858+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0019_8620 (Request 405/507)
[2024-11-25T00:16:39.203+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0019_8620 (Request 406/507)
[2024-11-25T00:16:41.520+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0018_8620 (Request 407/507)
[2024-11-25T00:16:43.868+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0019_8620 (Request 408/507)
[2024-11-25T00:16:46.212+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0024_8620 (Request 409/507)
[2024-11-25T00:16:48.815+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0023_8620 (Request 410/507)
[2024-11-25T00:16:51.153+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0014_8620 (Request 411/507)
[2024-11-25T00:16:53.514+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0027_8620 (Request 412/507)
[2024-11-25T00:16:55.844+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0019_8620 (Request 413/507)
[2024-11-25T00:16:58.197+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0024_8620 (Request 414/507)
[2024-11-25T00:17:00.504+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0024_8620 (Request 415/507)
[2024-11-25T00:17:03.135+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0026_8620 (Request 416/507)
[2024-11-25T00:17:05.474+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0019_8620 (Request 417/507)
[2024-11-25T00:17:07.821+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0019_8620 (Request 418/507)
[2024-11-25T00:17:10.204+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0018_8620 (Request 419/507)
[2024-11-25T00:17:12.568+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0016_8620 (Request 420/507)
[2024-11-25T00:17:14.886+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0016_8620 (Request 421/507)
[2024-11-25T00:17:17.210+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0024_8620 (Request 422/507)
[2024-11-25T00:17:19.528+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0016_8620 (Request 423/507)
[2024-11-25T00:17:21.879+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0023_8620 (Request 424/507)
[2024-11-25T00:17:24.239+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0018_8620 (Request 425/507)
[2024-11-25T00:17:26.568+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0019_8620 (Request 426/507)
[2024-11-25T00:17:28.903+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0020_8620 (Request 427/507)
[2024-11-25T00:17:31.504+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0023_8620 (Request 428/507)
[2024-11-25T00:17:33.849+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0026_8620 (Request 429/507)
[2024-11-25T00:17:36.199+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0023_8620 (Request 430/507)
[2024-11-25T00:17:38.551+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0023_8620 (Request 431/507)
[2024-11-25T00:17:40.928+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0025_8620 (Request 432/507)
[2024-11-25T00:17:43.266+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0026_8620 (Request 433/507)
[2024-11-25T00:17:45.582+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0026_8620 (Request 434/507)
[2024-11-25T00:17:47.899+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0015_8620 (Request 435/507)
[2024-11-25T00:17:50.226+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0026_8620 (Request 436/507)
[2024-11-25T00:17:52.623+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0012_8620 (Request 437/507)
[2024-11-25T00:17:54.969+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0026_8620 (Request 438/507)
[2024-11-25T00:17:57.302+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0015_8620 (Request 439/507)
[2024-11-25T00:18:00.145+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0015_8620 (Request 440/507)
[2024-11-25T00:18:02.493+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0015_8620 (Request 441/507)
[2024-11-25T00:18:04.836+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0019_8620 (Request 442/507)
[2024-11-25T00:18:07.202+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0023_8620 (Request 443/507)
[2024-11-25T00:18:09.533+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0018_8620 (Request 444/507)
[2024-11-25T00:18:11.857+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0015_8620 (Request 445/507)
[2024-11-25T00:18:14.218+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0015_8620 (Request 446/507)
[2024-11-25T00:18:16.537+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0026_8620 (Request 447/507)
[2024-11-25T00:18:18.852+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0023_8620 (Request 448/507)
[2024-11-25T00:18:21.203+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0015_8620 (Request 449/507)
[2024-11-25T00:18:23.514+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0023_8620 (Request 450/507)
[2024-11-25T00:18:25.856+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0026_8620 (Request 451/507)
[2024-11-25T00:18:28.211+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0026_8620 (Request 452/507)
[2024-11-25T00:18:30.536+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0023_8620 (Request 453/507)
[2024-11-25T00:18:32.849+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0027_8620 (Request 454/507)
[2024-11-25T00:18:35.199+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0012_8620 (Request 455/507)
[2024-11-25T00:18:37.513+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0026_8620 (Request 456/507)
[2024-11-25T00:18:39.852+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0015_8620 (Request 457/507)
[2024-11-25T00:18:42.242+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0021_8620 (Request 458/507)
[2024-11-25T00:18:45.746+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0023_8620 (Request 459/507)
[2024-11-25T00:18:48.091+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0015_8620 (Request 460/507)
[2024-11-25T00:18:50.444+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0026_8620 (Request 461/507)
[2024-11-25T00:18:52.807+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0015_8620 (Request 462/507)
[2024-11-25T00:18:55.178+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0021_8620 (Request 463/507)
[2024-11-25T00:18:57.513+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0027_8620 (Request 464/507)
[2024-11-25T00:18:59.833+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0015_8620 (Request 465/507)
[2024-11-25T00:19:02.231+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0027_8620 (Request 466/507)
[2024-11-25T00:19:04.563+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0021_8620 (Request 467/507)
[2024-11-25T00:19:06.898+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0021_8620 (Request 468/507)
[2024-11-25T00:19:09.241+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0027_8620 (Request 469/507)
[2024-11-25T00:19:11.609+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0012_8620 (Request 470/507)
[2024-11-25T00:19:13.957+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0021_8620 (Request 471/507)
[2024-11-25T00:19:16.305+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0021_8620 (Request 472/507)
[2024-11-25T00:19:18.652+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0021_8620 (Request 473/507)
[2024-11-25T00:19:20.984+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0021_8620 (Request 474/507)
[2024-11-25T00:19:23.355+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0025_8620 (Request 475/507)
[2024-11-25T00:19:25.708+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0027_8620 (Request 476/507)
[2024-11-25T00:19:28.087+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0021_8620 (Request 477/507)
[2024-11-25T00:19:30.754+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0027_8620 (Request 478/507)
[2024-11-25T00:19:33.105+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0012_8620 (Request 479/507)
[2024-11-25T00:19:35.434+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0025_8620 (Request 480/507)
[2024-11-25T00:19:37.764+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0025_8620 (Request 481/507)
[2024-11-25T00:19:40.420+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0021_8620 (Request 482/507)
[2024-11-25T00:19:42.763+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0025_8620 (Request 483/507)
[2024-11-25T00:19:45.118+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0027_8620 (Request 484/507)
[2024-11-25T00:19:47.473+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0027_8620 (Request 485/507)
[2024-11-25T00:19:49.832+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0025_8620 (Request 486/507)
[2024-11-25T00:19:52.235+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0021_8620 (Request 487/507)
[2024-11-25T00:19:54.663+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0021_8620 (Request 488/507)
[2024-11-25T00:19:57.002+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0025_8620 (Request 489/507)
[2024-11-25T00:19:59.361+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0012_8620 (Request 490/507)
[2024-11-25T00:20:01.686+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0025_8620 (Request 491/507)
[2024-11-25T00:20:05.502+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0025_8620 (Request 492/507)
[2024-11-25T00:20:08.284+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0012_8620 (Request 493/507)
[2024-11-25T00:20:10.632+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0012_8620 (Request 494/507)
[2024-11-25T00:20:12.951+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0012_8620 (Request 495/507)
[2024-11-25T00:20:15.330+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0027_8620 (Request 496/507)
[2024-11-25T00:20:17.744+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0027_8620 (Request 497/507)
[2024-11-25T00:20:20.423+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0025_8620 (Request 498/507)
[2024-11-25T00:20:22.776+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0012_8620 (Request 499/507)
[2024-11-25T00:20:25.117+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0025_8620 (Request 500/507)
[2024-11-25T00:20:27.447+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0012_8620 (Request 501/507)
[2024-11-25T00:20:29.795+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0012_8620 (Request 502/507)
[2024-11-25T00:20:32.186+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0025_8620 (Request 503/507)
[2024-11-25T00:20:34.495+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0025_8620 (Request 504/507)
[2024-11-25T00:20:36.812+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0012_8620 (Request 505/507)
[2024-11-25T00:20:39.160+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0012_8620 (Request 506/507)
[2024-11-25T00:20:41.513+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0012_8620 (Request 507/507)
[2024-11-25T00:20:44.760+0000] {logging_mixin.py:190} INFO - File saved to S3: s3://project-raw-data-files/usa_spending_data/other_data_11_25_2024.csv
[2024-11-25T00:20:44.772+0000] {logging_mixin.py:190} INFO - Extracting Funding Data
[2024-11-25T00:20:44.777+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-DP-72-0002_8620
