[2024-11-25T06:47:12.061+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-25T06:47:12.078+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-24T00:00:00+00:00 [queued]>
[2024-11-25T06:47:12.088+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-24T00:00:00+00:00 [queued]>
[2024-11-25T06:47:12.089+0000] {taskinstance.py:2866} INFO - Starting attempt 2 of 1
[2024-11-25T06:47:12.105+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-24 00:00:00+00:00
[2024-11-25T06:47:12.113+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=172) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-25T06:47:12.115+0000] {standard_task_runner.py:72} INFO - Started process 180 to run task
[2024-11-25T06:47:12.113+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'scheduled__2024-11-24T00:00:00+00:00', '--job-id', '252', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmp_sby3ed2']
[2024-11-25T06:47:12.116+0000] {standard_task_runner.py:105} INFO - Job 252: Subtask extract_usa_spending_data_task
[2024-11-25T06:47:12.168+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-24T00:00:00+00:00 [running]> on host c38f41c7f3f7
[2024-11-25T06:52:58.392+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0014_8620 (Request 145/507)
[2024-11-25T06:53:00.823+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0020_8620 (Request 146/507)
[2024-11-25T06:53:03.168+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0001_8620 (Request 147/507)
[2024-11-25T06:53:05.608+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0001_8620 (Request 148/507)
[2024-11-25T06:53:08.053+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0014_8620 (Request 149/507)
[2024-11-25T06:53:10.382+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0010_8620 (Request 150/507)
[2024-11-25T06:53:12.807+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0001_8620 (Request 151/507)
[2024-11-25T06:53:15.187+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0001_8620 (Request 152/507)
[2024-11-25T06:53:17.523+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0013_8620 (Request 153/507)
[2024-11-25T06:53:19.875+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0026_8620 (Request 154/507)
[2024-11-25T06:53:22.204+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0017_8620 (Request 155/507)
[2024-11-25T06:53:24.556+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0011_8620 (Request 156/507)
[2024-11-25T06:53:26.937+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0002_8620 (Request 157/507)
[2024-11-25T06:53:29.282+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0001_8620 (Request 158/507)
[2024-11-25T06:53:31.664+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0001_8620 (Request 159/507)
[2024-11-25T06:53:34.018+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0009_8620 (Request 160/507)
[2024-11-25T06:53:36.835+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0023_8620 (Request 161/507)
[2024-11-25T06:53:39.205+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0020_8620 (Request 162/507)
[2024-11-25T06:53:41.558+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0001_8620 (Request 163/507)
[2024-11-25T06:53:43.930+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0027_8620 (Request 164/507)
[2024-11-25T06:53:46.274+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0010_8620 (Request 165/507)
[2024-11-25T06:53:48.596+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0020_8620 (Request 166/507)
[2024-11-25T06:53:51.175+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0013_8620 (Request 167/507)
[2024-11-25T06:53:53.535+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0014_8620 (Request 168/507)
[2024-11-25T06:53:55.904+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0017_8620 (Request 169/507)
[2024-11-25T06:53:58.237+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0010_8620 (Request 170/507)
[2024-11-25T06:54:00.576+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0019_8620 (Request 171/507)
[2024-11-25T06:54:02.934+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0013_8620 (Request 172/507)
[2024-11-25T06:54:03.261+0000] {usa_spending_extraction_script.py:128} ERROR - Error fetching data for award ID ASST_NON_B-08-MC-72-0013_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')). Retry 1/3
[2024-11-25T06:54:07.262+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0013_8620 (Request 172/507)
[2024-11-25T06:54:09.666+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0018_8620 (Request 173/507)
[2024-11-25T06:54:11.970+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0015_8620 (Request 174/507)
[2024-11-25T06:54:14.384+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0017_8620 (Request 175/507)
[2024-11-25T06:54:16.772+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0002_8620 (Request 176/507)
[2024-11-25T06:54:19.175+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0026_8620 (Request 177/507)
[2024-11-25T06:54:21.783+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0027_8620 (Request 178/507)
[2024-11-25T06:54:24.130+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0002_8620 (Request 179/507)
[2024-11-25T06:54:26.454+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0027_8620 (Request 180/507)
[2024-11-25T06:54:28.797+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0018_8620 (Request 181/507)
[2024-11-25T06:54:31.136+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0009_8620 (Request 182/507)
[2024-11-25T06:54:33.469+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0020_8620 (Request 183/507)
[2024-11-25T06:54:35.826+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0019_8620 (Request 184/507)
[2024-11-25T06:54:38.046+0000] {local_task_job_runner.py:127} ERROR - Received SIGTERM. Terminating subprocesses
[2024-11-25T06:54:38.057+0000] {process_utils.py:132} INFO - Sending 15 to group 180. PIDs of all processes in the group: [180]
[2024-11-25T06:54:38.058+0000] {process_utils.py:87} INFO - Sending the signal 15 to group 180
[2024-11-25T06:54:38.060+0000] {taskinstance.py:3093} ERROR - Received SIGTERM. Terminating subprocesses.
[2024-11-25T06:54:38.101+0000] {taskinstance.py:3311} ERROR - Task failed with exception
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 767, in _execute_task
    result = _execute_callable(context=context, **execute_callable_kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 733, in _execute_callable
    return ExecutionCallableRunner(
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/baseoperator.py", line 417, in wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 238, in execute
    return_value = self.execute_callable()
                   ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 256, in execute_callable
    return runner.run(*self.op_args, **self.op_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/data_extraction/usa_spending_extraction_script.py", line 429, in extract_usa_spending_data
    df_award_data = fetch_award_data(df_spending_by_award)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/data_extraction/usa_spending_extraction_script.py", line 115, in fetch_award_data
    time.sleep(sleep_time)
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 3095, in signal_handler
    raise AirflowTaskTerminated("Task received SIGTERM signal")
airflow.exceptions.AirflowTaskTerminated: Task received SIGTERM signal
[2024-11-25T06:54:38.122+0000] {taskinstance.py:1225} INFO - Marking task as FAILED. dag_id=ETL_usa_spending, task_id=extract_usa_spending_data_task, run_id=scheduled__2024-11-24T00:00:00+00:00, execution_date=20241124T000000, start_date=20241125T064712, end_date=20241125T065438
[2024-11-25T06:54:38.150+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-11-25T06:54:38.175+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=180, status='terminated', exitcode=2, started='06:47:11') (180) terminated with exit code 2
[2024-11-25T06:54:38.176+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 143
[2024-11-25T06:54:38.200+0000] {taskinstance.py:3895} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-11-25T06:54:42.155+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
[2024-11-25T06:54:42.155+0000] {standard_task_runner.py:217} INFO - Process not found (most likely exited), stop collecting metrics
