[2024-11-27T23:26:35.784+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-27T23:26:35.806+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-27T23:26:29.335859+00:00 [queued]>
[2024-11-27T23:26:35.819+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-27T23:26:29.335859+00:00 [queued]>
[2024-11-27T23:26:35.820+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-27T23:26:35.846+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-27 23:26:29.335859+00:00
[2024-11-27T23:26:35.858+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=31172) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-27T23:26:35.859+0000] {standard_task_runner.py:72} INFO - Started process 31174 to run task
[2024-11-27T23:26:35.858+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'manual__2024-11-27T23:26:29.335859+00:00', '--job-id', '437', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmpk1h_kuxb']
[2024-11-27T23:26:35.861+0000] {standard_task_runner.py:105} INFO - Job 437: Subtask extract_usa_spending_data_task
[2024-11-27T23:26:35.918+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-27T23:26:29.335859+00:00 [running]> on host 6a246d8d590f
[2024-11-27T23:45:02.813+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0019_8620 (Request 418/507)
[2024-11-27T23:45:05.424+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0018_8620 (Request 419/507)
[2024-11-27T23:45:07.845+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0016_8620 (Request 420/507)
[2024-11-27T23:45:10.240+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0016_8620 (Request 421/507)
[2024-11-27T23:45:12.642+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0024_8620 (Request 422/507)
[2024-11-27T23:45:15.075+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0016_8620 (Request 423/507)
[2024-11-27T23:45:17.555+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0023_8620 (Request 424/507)
[2024-11-27T23:45:20.278+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0018_8620 (Request 425/507)
[2024-11-27T23:45:22.746+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0019_8620 (Request 426/507)
[2024-11-27T23:45:25.129+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0020_8620 (Request 427/507)
[2024-11-27T23:45:27.516+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0023_8620 (Request 428/507)
[2024-11-27T23:45:29.885+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0026_8620 (Request 429/507)
[2024-11-27T23:45:32.339+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0023_8620 (Request 430/507)
[2024-11-27T23:45:34.723+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0023_8620 (Request 431/507)
[2024-11-27T23:45:37.294+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0025_8620 (Request 432/507)
[2024-11-27T23:45:39.683+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0026_8620 (Request 433/507)
[2024-11-27T23:45:42.132+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0026_8620 (Request 434/507)
[2024-11-27T23:45:44.807+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0015_8620 (Request 435/507)
[2024-11-27T23:45:47.515+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0026_8620 (Request 436/507)
[2024-11-27T23:45:50.056+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0012_8620 (Request 437/507)
[2024-11-27T23:45:52.530+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0026_8620 (Request 438/507)
[2024-11-27T23:45:55.287+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0015_8620 (Request 439/507)
[2024-11-27T23:45:57.719+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0015_8620 (Request 440/507)
[2024-11-27T23:46:00.154+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0015_8620 (Request 441/507)
[2024-11-27T23:46:02.651+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0019_8620 (Request 442/507)
[2024-11-27T23:46:05.070+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0023_8620 (Request 443/507)
[2024-11-27T23:46:07.562+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0018_8620 (Request 444/507)
[2024-11-27T23:46:09.956+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0015_8620 (Request 445/507)
[2024-11-27T23:46:12.380+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0015_8620 (Request 446/507)
[2024-11-27T23:46:14.793+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0026_8620 (Request 447/507)
[2024-11-27T23:46:17.222+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0023_8620 (Request 448/507)
[2024-11-27T23:46:19.831+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0015_8620 (Request 449/507)
[2024-11-27T23:46:22.238+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0023_8620 (Request 450/507)
[2024-11-27T23:46:24.710+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0026_8620 (Request 451/507)
[2024-11-27T23:46:27.130+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0026_8620 (Request 452/507)
[2024-11-27T23:46:29.519+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0023_8620 (Request 453/507)
[2024-11-27T23:46:32.000+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0027_8620 (Request 454/507)
[2024-11-27T23:46:34.552+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0012_8620 (Request 455/507)
[2024-11-27T23:46:36.949+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0026_8620 (Request 456/507)
[2024-11-27T23:46:39.433+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0015_8620 (Request 457/507)
[2024-11-27T23:46:42.036+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0021_8620 (Request 458/507)
[2024-11-27T23:46:44.441+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0023_8620 (Request 459/507)
[2024-11-27T23:46:46.873+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0015_8620 (Request 460/507)
[2024-11-27T23:46:49.682+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0026_8620 (Request 461/507)
[2024-11-27T23:46:52.101+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0015_8620 (Request 462/507)
[2024-11-27T23:46:54.592+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0021_8620 (Request 463/507)
[2024-11-27T23:46:57.418+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0027_8620 (Request 464/507)
[2024-11-27T23:46:59.819+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0015_8620 (Request 465/507)
[2024-11-27T23:47:02.269+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0027_8620 (Request 466/507)
[2024-11-27T23:47:04.723+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0021_8620 (Request 467/507)
[2024-11-27T23:47:07.127+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0021_8620 (Request 468/507)
[2024-11-27T23:47:09.575+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0027_8620 (Request 469/507)
[2024-11-27T23:47:11.998+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0012_8620 (Request 470/507)
[2024-11-27T23:47:14.425+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0021_8620 (Request 471/507)
[2024-11-27T23:47:16.821+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0021_8620 (Request 472/507)
[2024-11-27T23:47:19.376+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0021_8620 (Request 473/507)
[2024-11-27T23:47:21.808+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0021_8620 (Request 474/507)
[2024-11-27T23:47:24.324+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0025_8620 (Request 475/507)
[2024-11-27T23:47:26.922+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0027_8620 (Request 476/507)
[2024-11-27T23:47:30.000+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0021_8620 (Request 477/507)
[2024-11-27T23:47:32.381+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0027_8620 (Request 478/507)
[2024-11-27T23:47:34.836+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0012_8620 (Request 479/507)
[2024-11-27T23:47:37.321+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0025_8620 (Request 480/507)
[2024-11-27T23:47:39.845+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0025_8620 (Request 481/507)
[2024-11-27T23:47:42.360+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0021_8620 (Request 482/507)
[2024-11-27T23:47:44.846+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0025_8620 (Request 483/507)
[2024-11-27T23:47:47.657+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0027_8620 (Request 484/507)
[2024-11-27T23:47:50.112+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0027_8620 (Request 485/507)
[2024-11-27T23:47:52.917+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0025_8620 (Request 486/507)
[2024-11-27T23:47:55.474+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0021_8620 (Request 487/507)
[2024-11-27T23:47:57.875+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0021_8620 (Request 488/507)
[2024-11-27T23:48:00.434+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0025_8620 (Request 489/507)
[2024-11-27T23:48:02.847+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0012_8620 (Request 490/507)
[2024-11-27T23:48:05.277+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0025_8620 (Request 491/507)
[2024-11-27T23:48:07.681+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0025_8620 (Request 492/507)
[2024-11-27T23:48:10.084+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0012_8620 (Request 493/507)
[2024-11-27T23:48:12.489+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0012_8620 (Request 494/507)
[2024-11-27T23:48:14.865+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0012_8620 (Request 495/507)
[2024-11-27T23:48:15.213+0000] {usa_spending_extraction_script.py:128} ERROR - Error fetching data for award ID ASST_NON_B-19-MC-72-0012_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')). Retry 1/3
[2024-11-27T23:48:19.214+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0012_8620 (Request 495/507)
[2024-11-27T23:48:21.619+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0027_8620 (Request 496/507)
[2024-11-27T23:48:24.027+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0027_8620 (Request 497/507)
[2024-11-27T23:48:26.418+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0025_8620 (Request 498/507)
[2024-11-27T23:48:28.849+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0012_8620 (Request 499/507)
[2024-11-27T23:48:31.252+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0025_8620 (Request 500/507)
[2024-11-27T23:48:33.718+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0012_8620 (Request 501/507)
[2024-11-27T23:48:36.134+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0012_8620 (Request 502/507)
[2024-11-27T23:48:38.527+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0025_8620 (Request 503/507)
[2024-11-27T23:48:40.945+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0025_8620 (Request 504/507)
[2024-11-27T23:48:43.380+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0012_8620 (Request 505/507)
[2024-11-27T23:48:45.838+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0012_8620 (Request 506/507)
[2024-11-27T23:48:48.289+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0012_8620 (Request 507/507)
[2024-11-27T23:48:51.286+0000] {logging_mixin.py:190} INFO - File saved to S3: s3://project-raw-data-files/usa_spending_data/other_data_11_27_2024.csv
[2024-11-27T23:48:51.293+0000] {logging_mixin.py:190} INFO - Extracting Funding Data
[2024-11-27T23:48:51.297+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-DP-72-0002_8620
[2024-11-27T23:48:51.780+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-DP-72-0001_8620
[2024-11-27T23:48:52.333+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-DE-72-0001_8620
[2024-11-27T23:48:52.754+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-17-DM-72-0001_8620
[2024-11-27T23:48:53.799+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-DP-72-0001_8620
[2024-11-27T23:48:54.211+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-21-DZ-72-0001_8620
[2024-11-27T23:48:55.037+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-DC-72-0001_8620
[2024-11-27T23:48:55.398+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-DC-72-0001_8620
[2024-11-27T23:48:55.748+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-DC-72-0001_8620
[2024-11-27T23:48:56.103+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-DC-72-0001_8620
[2024-11-27T23:48:56.451+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-DF-72-0001_8620
[2024-11-27T23:48:56.927+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-DW-72-0001_8620
[2024-11-27T23:48:57.385+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-DI-72-0001_8620
[2024-11-27T23:48:57.859+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-12-DC-72-0001_8620
[2024-11-27T23:48:58.221+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-DC-72-0001_8620
[2024-11-27T23:48:58.579+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-14-DC-72-0001_8620
[2024-11-27T23:48:58.993+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-DC-72-0001_8620
[2024-11-27T23:48:59.468+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-15-DC-72-0001_8620
[2024-11-27T23:48:59.889+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-DC-72-0001_8620
[2024-11-27T23:49:00.359+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-21-DC-72-0001_8620
[2024-11-27T23:49:00.773+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-DC-72-0001_8620
[2024-11-27T23:49:01.273+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-16-DC-72-0001_8620
[2024-11-27T23:49:01.711+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-17-DC-72-0001_8620
[2024-11-27T23:49:02.676+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-22-DC-72-0001_8620
[2024-11-27T23:49:03.117+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-23-DC-72-0001_8620
[2024-11-27T23:49:03.576+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-24-DC-72-0001_8620
[2024-11-27T23:49:04.028+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-DN-72-0001_8620
[2024-11-27T23:49:04.407+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0007_8620
[2024-11-27T23:49:04.780+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0007_8620
[2024-11-27T23:49:05.741+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0007_8620
[2024-11-27T23:49:06.157+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-MC-72-0007_8620
[2024-11-27T23:49:06.496+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-05-DJ-72-0001_8620
[2024-11-27T23:49:06.857+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-21-MC-72-0007_8620
[2024-11-27T23:49:07.328+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-MC-72-0007_8620
[2024-11-27T23:49:07.766+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-MC-72-0007_8620
[2024-11-27T23:49:08.270+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-24-MC-72-0007_8620
[2024-11-27T23:49:08.618+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-MC-72-0007_8620
[2024-11-27T23:49:09.195+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-23-MC-72-0007_8620
[2024-11-27T23:49:09.588+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-22-MC-72-0007_8620
[2024-11-27T23:49:10.005+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-MW-72-0007_8620
[2024-11-27T23:49:10.457+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0007_8620
[2024-11-27T23:49:10.854+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-14-MC-72-0007_8620
[2024-11-27T23:49:11.205+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-17-MC-72-0007_8620
[2024-11-27T23:49:11.620+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-15-MC-72-0007_8620
[2024-11-27T23:49:11.952+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-15-MC-72-0007_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-27T23:49:11.953+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-16-MC-72-0007_8620
[2024-11-27T23:49:12.299+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-12-MC-72-0007_8620
[2024-11-27T23:49:12.620+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-12-MC-72-0007_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-27T23:49:12.620+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0003_8620
[2024-11-27T23:49:12.961+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-13-MC-72-0003_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-27T23:49:12.962+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0003_8620
[2024-11-27T23:49:13.290+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0004_8620
[2024-11-27T23:49:13.602+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-13-MC-72-0004_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-27T23:49:13.603+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0003_8620
[2024-11-27T23:49:13.944+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-09-MC-72-0003_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-27T23:49:13.945+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0003_8620
[2024-11-27T23:49:14.269+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-08-MC-72-0003_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-27T23:49:14.270+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0004_8620
[2024-11-27T23:49:14.638+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0005_8620
[2024-11-27T23:49:15.730+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-MC-72-0003_8620
[2024-11-27T23:49:16.078+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0004_8620
[2024-11-27T23:49:16.424+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0004_8620
[2024-11-27T23:49:16.771+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-08-MC-72-0004_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-27T23:49:16.771+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0005_8620
[2024-11-27T23:49:17.102+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-10-MC-72-0005_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-27T23:49:17.103+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-MC-72-0004_8620
[2024-11-27T23:49:17.453+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0001_8620
[2024-11-27T23:49:17.810+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0005_8620
[2024-11-27T23:49:18.162+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0005_8620
[2024-11-27T23:49:18.516+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0001_8620
