[2024-11-26T05:23:56.011+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-26T05:23:56.065+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-26T05:23:53.853764+00:00 [queued]>
[2024-11-26T05:23:56.121+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-26T05:23:53.853764+00:00 [queued]>
[2024-11-26T05:23:56.122+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-26T05:23:56.181+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-26 05:23:53.853764+00:00
[2024-11-26T05:23:56.198+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'manual__2024-11-26T05:23:53.853764+00:00', '--job-id', '368', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmp0x55uq5i']
[2024-11-26T05:23:56.209+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=12521) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-26T05:23:56.207+0000] {standard_task_runner.py:105} INFO - Job 368: Subtask extract_usa_spending_data_task
[2024-11-26T05:23:56.212+0000] {standard_task_runner.py:72} INFO - Started process 12523 to run task
[2024-11-26T05:23:56.314+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-26T05:23:53.853764+00:00 [running]> on host 6a246d8d590f
[2024-11-26T05:36:28.420+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0017_8620 (Request 309/507)
[2024-11-26T05:36:30.792+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0013_8620 (Request 310/507)
[2024-11-26T05:36:33.103+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0022_8620 (Request 311/507)
[2024-11-26T05:36:35.457+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0014_8620 (Request 312/507)
[2024-11-26T05:36:37.803+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0022_8620 (Request 313/507)
[2024-11-26T05:36:40.168+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0006_8620 (Request 314/507)
[2024-11-26T05:36:42.523+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0011_8620 (Request 315/507)
[2024-11-26T05:36:44.897+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0013_8620 (Request 316/507)
[2024-11-26T05:36:47.239+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0010_8620 (Request 317/507)
[2024-11-26T05:36:49.577+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0011_8620 (Request 318/507)
[2024-11-26T05:36:51.916+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0017_8620 (Request 319/507)
[2024-11-26T05:36:54.259+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0006_8620 (Request 320/507)
[2024-11-26T05:36:56.610+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0010_8620 (Request 321/507)
[2024-11-26T05:36:58.942+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0013_8620 (Request 322/507)
[2024-11-26T05:37:01.272+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0014_8620 (Request 323/507)
[2024-11-26T05:37:03.646+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0022_8620 (Request 324/507)
[2024-11-26T05:37:05.991+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0024_8620 (Request 325/507)
[2024-11-26T05:37:08.321+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0014_8620 (Request 326/507)
[2024-11-26T05:37:10.650+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0014_8620 (Request 327/507)
[2024-11-26T05:37:12.965+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0010_8620 (Request 328/507)
[2024-11-26T05:37:15.306+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0011_8620 (Request 329/507)
[2024-11-26T05:37:17.649+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0017_8620 (Request 330/507)
[2024-11-26T05:37:20.003+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0013_8620 (Request 331/507)
[2024-11-26T05:37:22.348+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0017_8620 (Request 332/507)
[2024-11-26T05:37:24.669+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0014_8620 (Request 333/507)
[2024-11-26T05:37:27.025+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0010_8620 (Request 334/507)
[2024-11-26T05:37:29.339+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0022_8620 (Request 335/507)
[2024-11-26T05:37:31.673+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0014_8620 (Request 336/507)
[2024-11-26T05:37:34.004+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0013_8620 (Request 337/507)
[2024-11-26T05:37:36.349+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0017_8620 (Request 338/507)
[2024-11-26T05:37:38.695+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0023_8620 (Request 339/507)
[2024-11-26T05:37:41.025+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0020_8620 (Request 340/507)
[2024-11-26T05:37:43.341+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0010_8620 (Request 341/507)
[2024-11-26T05:37:45.730+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0013_8620 (Request 342/507)
[2024-11-26T05:37:48.080+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0017_8620 (Request 343/507)
[2024-11-26T05:37:50.434+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0016_8620 (Request 344/507)
[2024-11-26T05:37:52.998+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0014_8620 (Request 345/507)
[2024-11-26T05:37:55.329+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0011_8620 (Request 346/507)
[2024-11-26T05:37:57.652+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0014_8620 (Request 347/507)
[2024-11-26T05:37:59.977+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0027_8620 (Request 348/507)
[2024-11-26T05:38:02.304+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0017_8620 (Request 349/507)
[2024-11-26T05:38:04.645+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0022_8620 (Request 350/507)
[2024-11-26T05:38:06.988+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0022_8620 (Request 351/507)
[2024-11-26T05:38:09.337+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0010_8620 (Request 352/507)
[2024-11-26T05:38:11.661+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0010_8620 (Request 353/507)
[2024-11-26T05:38:13.981+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0017_8620 (Request 354/507)
[2024-11-26T05:38:16.366+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0016_8620 (Request 355/507)
[2024-11-26T05:38:18.711+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0014_8620 (Request 356/507)
[2024-11-26T05:38:21.067+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0010_8620 (Request 357/507)
[2024-11-26T05:38:23.405+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0013_8620 (Request 358/507)
[2024-11-26T05:38:25.767+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0010_8620 (Request 359/507)
[2024-11-26T05:38:28.127+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0018_8620 (Request 360/507)
[2024-11-26T05:38:30.495+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0013_8620 (Request 361/507)
[2024-11-26T05:38:32.827+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0015_8620 (Request 362/507)
[2024-11-26T05:38:35.156+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0020_8620 (Request 363/507)
[2024-11-26T05:38:37.484+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0019_8620 (Request 364/507)
[2024-11-26T05:38:39.802+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0010_8620 (Request 365/507)
[2024-11-26T05:38:42.147+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0020_8620 (Request 366/507)
[2024-11-26T05:38:44.745+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0024_8620 (Request 367/507)
[2024-11-26T05:38:47.085+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0024_8620 (Request 368/507)
[2024-11-26T05:38:49.435+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0016_8620 (Request 369/507)
[2024-11-26T05:38:51.762+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0013_8620 (Request 370/507)
[2024-11-26T05:38:54.116+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0018_8620 (Request 371/507)
[2024-11-26T05:38:56.509+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0021_8620 (Request 372/507)
[2024-11-26T05:38:58.834+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0006_8620 (Request 373/507)
[2024-11-26T05:39:01.141+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0026_8620 (Request 374/507)
[2024-11-26T05:39:03.487+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0016_8620 (Request 375/507)
[2024-11-26T05:39:05.820+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0019_8620 (Request 376/507)
[2024-11-26T05:39:08.156+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0018_8620 (Request 377/507)
[2024-11-26T05:39:10.510+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0013_8620 (Request 378/507)
[2024-11-26T05:39:12.841+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0018_8620 (Request 379/507)
[2024-11-26T05:39:15.171+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0024_8620 (Request 380/507)
[2024-11-26T05:39:17.525+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0018_8620 (Request 381/507)
[2024-11-26T05:39:20.270+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0018_8620 (Request 382/507)
[2024-11-26T05:39:22.600+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0022_8620 (Request 383/507)
[2024-11-26T05:39:24.931+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0018_8620 (Request 384/507)
[2024-11-26T05:39:27.265+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0024_8620 (Request 385/507)
[2024-11-26T05:39:29.644+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0024_8620 (Request 386/507)
[2024-11-26T05:39:32.000+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0020_8620 (Request 387/507)
[2024-11-26T05:39:34.335+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0019_8620 (Request 388/507)
[2024-11-26T05:39:36.669+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0020_8620 (Request 389/507)
[2024-11-26T05:39:38.992+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0022_8620 (Request 390/507)
[2024-11-26T05:39:41.305+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0016_8620 (Request 391/507)
[2024-11-26T05:39:43.655+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0024_8620 (Request 392/507)
[2024-11-26T05:39:45.989+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0016_8620 (Request 393/507)
[2024-11-26T05:39:48.322+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0022_8620 (Request 394/507)
[2024-11-26T05:39:50.651+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0016_8620 (Request 395/507)
[2024-11-26T05:39:52.972+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0020_8620 (Request 396/507)
[2024-11-26T05:39:55.311+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0020_8620 (Request 397/507)
[2024-11-26T05:39:57.642+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0024_8620 (Request 398/507)
[2024-11-26T05:40:00.024+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0019_8620 (Request 399/507)
[2024-11-26T05:40:02.357+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0018_8620 (Request 400/507)
[2024-11-26T05:40:04.755+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0018_8620 (Request 401/507)
[2024-11-26T05:40:07.119+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0016_8620 (Request 402/507)
[2024-11-26T05:40:09.485+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0020_8620 (Request 403/507)
[2024-11-26T05:40:11.811+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0023_8620 (Request 404/507)
[2024-11-26T05:40:14.143+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0019_8620 (Request 405/507)
[2024-11-26T05:40:16.473+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0019_8620 (Request 406/507)
[2024-11-26T05:40:18.815+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0018_8620 (Request 407/507)
[2024-11-26T05:40:21.137+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0019_8620 (Request 408/507)
[2024-11-26T05:40:23.518+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0024_8620 (Request 409/507)
[2024-11-26T05:40:25.876+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0023_8620 (Request 410/507)
[2024-11-26T05:40:28.261+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0014_8620 (Request 411/507)
[2024-11-26T05:40:30.578+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0027_8620 (Request 412/507)
[2024-11-26T05:40:32.910+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0019_8620 (Request 413/507)
[2024-11-26T05:40:35.252+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0024_8620 (Request 414/507)
[2024-11-26T05:40:37.589+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0024_8620 (Request 415/507)
[2024-11-26T05:40:39.932+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0026_8620 (Request 416/507)
[2024-11-26T05:40:42.269+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0019_8620 (Request 417/507)
[2024-11-26T05:40:44.590+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0019_8620 (Request 418/507)
[2024-11-26T05:40:46.902+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0018_8620 (Request 419/507)
[2024-11-26T05:40:49.251+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0016_8620 (Request 420/507)
[2024-11-26T05:40:51.624+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0016_8620 (Request 421/507)
[2024-11-26T05:40:54.010+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0024_8620 (Request 422/507)
[2024-11-26T05:40:56.328+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0016_8620 (Request 423/507)
[2024-11-26T05:40:58.669+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0023_8620 (Request 424/507)
[2024-11-26T05:41:00.993+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0018_8620 (Request 425/507)
[2024-11-26T05:41:03.341+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0019_8620 (Request 426/507)
[2024-11-26T05:41:05.670+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0020_8620 (Request 427/507)
[2024-11-26T05:41:07.989+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0023_8620 (Request 428/507)
[2024-11-26T05:41:10.319+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0026_8620 (Request 429/507)
[2024-11-26T05:41:12.654+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0023_8620 (Request 430/507)
[2024-11-26T05:41:14.981+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0023_8620 (Request 431/507)
[2024-11-26T05:41:17.322+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0025_8620 (Request 432/507)
[2024-11-26T05:41:19.635+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0026_8620 (Request 433/507)
[2024-11-26T05:41:21.971+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0026_8620 (Request 434/507)
[2024-11-26T05:41:24.309+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0015_8620 (Request 435/507)
[2024-11-26T05:41:26.657+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0026_8620 (Request 436/507)
[2024-11-26T05:41:29.007+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0012_8620 (Request 437/507)
[2024-11-26T05:41:31.354+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0026_8620 (Request 438/507)
[2024-11-26T05:41:33.672+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0015_8620 (Request 439/507)
[2024-11-26T05:41:35.996+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0015_8620 (Request 440/507)
[2024-11-26T05:41:38.313+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0015_8620 (Request 441/507)
[2024-11-26T05:41:40.642+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0019_8620 (Request 442/507)
[2024-11-26T05:41:42.973+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0023_8620 (Request 443/507)
[2024-11-26T05:41:45.300+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0018_8620 (Request 444/507)
[2024-11-26T05:41:47.770+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0015_8620 (Request 445/507)
[2024-11-26T05:41:50.108+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0015_8620 (Request 446/507)
[2024-11-26T05:41:52.433+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0026_8620 (Request 447/507)
[2024-11-26T05:41:54.787+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0023_8620 (Request 448/507)
[2024-11-26T05:41:57.118+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0015_8620 (Request 449/507)
[2024-11-26T05:41:59.432+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0023_8620 (Request 450/507)
[2024-11-26T05:42:01.757+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0026_8620 (Request 451/507)
[2024-11-26T05:42:04.130+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0026_8620 (Request 452/507)
[2024-11-26T05:42:06.455+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0023_8620 (Request 453/507)
[2024-11-26T05:42:08.831+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0027_8620 (Request 454/507)
[2024-11-26T05:42:11.173+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0012_8620 (Request 455/507)
[2024-11-26T05:42:13.531+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0026_8620 (Request 456/507)
[2024-11-26T05:42:15.888+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0015_8620 (Request 457/507)
[2024-11-26T05:42:18.216+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0021_8620 (Request 458/507)
[2024-11-26T05:42:20.555+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0023_8620 (Request 459/507)
[2024-11-26T05:42:22.881+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0015_8620 (Request 460/507)
[2024-11-26T05:42:26.124+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0026_8620 (Request 461/507)
[2024-11-26T05:42:28.472+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0015_8620 (Request 462/507)
[2024-11-26T05:42:32.160+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0021_8620 (Request 463/507)
[2024-11-26T05:42:34.467+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0027_8620 (Request 464/507)
[2024-11-26T05:42:36.790+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0015_8620 (Request 465/507)
[2024-11-26T05:42:39.119+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0027_8620 (Request 466/507)
[2024-11-26T05:42:41.474+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0021_8620 (Request 467/507)
[2024-11-26T05:42:43.836+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0021_8620 (Request 468/507)
[2024-11-26T05:42:46.157+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0027_8620 (Request 469/507)
