[2024-11-24T22:24:47.482+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-24T22:24:47.504+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-24T22:24:42.151283+00:00 [queued]>
[2024-11-24T22:24:47.515+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-24T22:24:42.151283+00:00 [queued]>
[2024-11-24T22:24:47.516+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-24T22:24:47.534+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-24 22:24:42.151283+00:00
[2024-11-24T22:24:47.571+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=2072) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-24T22:24:47.569+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'manual__2024-11-24T22:24:42.151283+00:00', '--job-id', '222', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmpr1au363y']
[2024-11-24T22:24:47.572+0000] {standard_task_runner.py:72} INFO - Started process 2074 to run task
[2024-11-24T22:24:47.573+0000] {standard_task_runner.py:105} INFO - Job 222: Subtask extract_usa_spending_data_task
[2024-11-24T22:24:47.687+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-24T22:24:42.151283+00:00 [running]> on host 7da4b16cbed4
[2024-11-24T22:31:52.299+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0027_8620 (Request 143/507)
[2024-11-24T22:31:54.872+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0016_8620 (Request 144/507)
[2024-11-24T22:31:57.272+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0014_8620 (Request 145/507)
[2024-11-24T22:31:59.746+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0020_8620 (Request 146/507)
[2024-11-24T22:32:02.449+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0001_8620 (Request 147/507)
[2024-11-24T22:32:05.181+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0001_8620 (Request 148/507)
[2024-11-24T22:32:07.660+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0014_8620 (Request 149/507)
[2024-11-24T22:32:10.503+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0010_8620 (Request 150/507)
[2024-11-24T22:32:13.244+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0001_8620 (Request 151/507)
[2024-11-24T22:32:15.907+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0001_8620 (Request 152/507)
[2024-11-24T22:32:18.498+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0013_8620 (Request 153/507)
[2024-11-24T22:32:20.969+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0026_8620 (Request 154/507)
[2024-11-24T22:32:23.504+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0017_8620 (Request 155/507)
[2024-11-24T22:32:26.059+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0011_8620 (Request 156/507)
[2024-11-24T22:32:28.755+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0002_8620 (Request 157/507)
[2024-11-24T22:32:31.171+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0001_8620 (Request 158/507)
[2024-11-24T22:32:33.586+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0001_8620 (Request 159/507)
[2024-11-24T22:32:42.223+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0009_8620 (Request 160/507)
[2024-11-24T22:32:44.637+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0023_8620 (Request 161/507)
[2024-11-24T22:32:47.050+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0020_8620 (Request 162/507)
[2024-11-24T22:32:49.741+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0001_8620 (Request 163/507)
[2024-11-24T22:32:52.428+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0027_8620 (Request 164/507)
[2024-11-24T22:32:54.899+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0010_8620 (Request 165/507)
[2024-11-24T22:32:57.417+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0020_8620 (Request 166/507)
[2024-11-24T22:32:59.884+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0013_8620 (Request 167/507)
[2024-11-24T22:33:02.278+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0014_8620 (Request 168/507)
[2024-11-24T22:33:05.235+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0017_8620 (Request 169/507)
[2024-11-24T22:33:08.017+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0010_8620 (Request 170/507)
[2024-11-24T22:33:10.487+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0019_8620 (Request 171/507)
[2024-11-24T22:33:13.051+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0013_8620 (Request 172/507)
[2024-11-24T22:33:15.488+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0018_8620 (Request 173/507)
[2024-11-24T22:33:18.497+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0015_8620 (Request 174/507)
[2024-11-24T22:33:20.922+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0017_8620 (Request 175/507)
[2024-11-24T22:33:23.647+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0002_8620 (Request 176/507)
[2024-11-24T22:33:26.061+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0026_8620 (Request 177/507)
[2024-11-24T22:33:28.579+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0027_8620 (Request 178/507)
[2024-11-24T22:33:31.263+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0002_8620 (Request 179/507)
[2024-11-24T22:33:33.745+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0027_8620 (Request 180/507)
[2024-11-24T22:33:36.430+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0018_8620 (Request 181/507)
[2024-11-24T22:33:38.991+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0009_8620 (Request 182/507)
[2024-11-24T22:33:41.423+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0020_8620 (Request 183/507)
[2024-11-24T22:33:43.986+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0019_8620 (Request 184/507)
[2024-11-24T22:33:46.711+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0016_8620 (Request 185/507)
[2024-11-24T22:33:49.434+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0002_8620 (Request 186/507)
[2024-11-24T22:33:51.929+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0010_8620 (Request 187/507)
[2024-11-24T22:33:55.083+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0024_8620 (Request 188/507)
[2024-11-24T22:33:57.497+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0019_8620 (Request 189/507)
[2024-11-24T22:33:59.975+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0013_8620 (Request 190/507)
[2024-11-24T22:34:02.716+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0015_8620 (Request 191/507)
[2024-11-24T22:34:05.591+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0017_8620 (Request 192/507)
[2024-11-24T22:34:07.990+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0002_8620 (Request 193/507)
[2024-11-24T22:34:10.435+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0002_8620 (Request 194/507)
[2024-11-24T22:34:12.875+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0009_8620 (Request 195/507)
[2024-11-24T22:34:15.446+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0002_8620 (Request 196/507)
[2024-11-24T22:34:17.924+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0026_8620 (Request 197/507)
[2024-11-24T22:34:20.439+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0008_8620 (Request 198/507)
[2024-11-24T22:34:23.067+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0002_8620 (Request 199/507)
[2024-11-24T22:34:25.573+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0009_8620 (Request 200/507)
[2024-11-24T22:34:28.056+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0021_8620 (Request 201/507)
[2024-11-24T22:34:31.133+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0026_8620 (Request 202/507)
[2024-11-24T22:34:33.717+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0009_8620 (Request 203/507)
[2024-11-24T22:34:36.751+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0009_8620 (Request 204/507)
[2024-11-24T22:34:41.262+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0022_8620 (Request 205/507)
[2024-11-24T22:34:43.803+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0009_8620 (Request 206/507)
[2024-11-24T22:34:46.253+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0002_8620 (Request 207/507)
[2024-11-24T22:34:49.289+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0018_8620 (Request 208/507)
[2024-11-24T22:34:51.996+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0023_8620 (Request 209/507)
[2024-11-24T22:34:54.536+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0009_8620 (Request 210/507)
[2024-11-24T22:34:57.152+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0009_8620 (Request 211/507)
[2024-11-24T22:34:59.646+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0027_8620 (Request 212/507)
[2024-11-24T22:35:02.113+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0016_8620 (Request 213/507)
[2024-11-24T22:35:05.099+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0018_8620 (Request 214/507)
[2024-11-24T22:35:07.997+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0002_8620 (Request 215/507)
[2024-11-24T22:35:10.468+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0024_8620 (Request 216/507)
[2024-11-24T22:35:12.995+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0015_8620 (Request 217/507)
[2024-11-24T22:35:15.463+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0016_8620 (Request 218/507)
[2024-11-24T22:35:18.288+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0024_8620 (Request 219/507)
[2024-11-24T22:35:21.168+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0009_8620 (Request 220/507)
[2024-11-24T22:35:23.663+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0019_8620 (Request 221/507)
[2024-11-24T22:35:26.540+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0015_8620 (Request 222/507)
[2024-11-24T22:35:33.159+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0008_8620 (Request 223/507)
[2024-11-24T22:35:35.610+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0002_8620 (Request 224/507)
[2024-11-24T22:35:38.155+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0021_8620 (Request 225/507)
[2024-11-24T22:35:40.675+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0025_8620 (Request 226/507)
[2024-11-24T22:35:43.164+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0026_8620 (Request 227/507)
[2024-11-24T22:35:46.172+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0022_8620 (Request 228/507)
[2024-11-24T22:35:48.803+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0023_8620 (Request 229/507)
[2024-11-24T22:35:51.501+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0022_8620 (Request 230/507)
[2024-11-24T22:35:58.255+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0023_8620 (Request 231/507)
[2024-11-24T22:36:00.813+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0018_8620 (Request 232/507)
[2024-11-24T22:36:03.466+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0011_8620 (Request 233/507)
[2024-11-24T22:36:07.215+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0008_8620 (Request 234/507)
[2024-11-24T22:36:09.790+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0016_8620 (Request 235/507)
[2024-11-24T22:36:12.612+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0021_8620 (Request 236/507)
[2024-11-24T22:36:14.991+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0024_8620 (Request 237/507)
[2024-11-24T22:36:17.696+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0017_8620 (Request 238/507)
[2024-11-24T22:36:20.188+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0015_8620 (Request 239/507)
[2024-11-24T22:36:23.040+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0002_8620 (Request 240/507)
[2024-11-24T22:36:25.435+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0021_8620 (Request 241/507)
[2024-11-24T22:36:28.081+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0008_8620 (Request 242/507)
[2024-11-24T22:36:30.567+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0008_8620 (Request 243/507)
[2024-11-24T22:36:32.981+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0025_8620 (Request 244/507)
[2024-11-24T22:36:35.664+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0022_8620 (Request 245/507)
[2024-11-24T22:36:38.641+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0023_8620 (Request 246/507)
[2024-11-24T22:36:41.042+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0006_8620 (Request 247/507)
[2024-11-24T22:36:43.622+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0008_8620 (Request 248/507)
[2024-11-24T22:36:46.574+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0014_8620 (Request 249/507)
[2024-11-24T22:36:49.121+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0006_8620 (Request 250/507)
[2024-11-24T22:36:51.515+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0008_8620 (Request 251/507)
[2024-11-24T22:36:53.933+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0008_8620 (Request 252/507)
[2024-11-24T22:37:03.728+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0021_8620 (Request 253/507)
[2024-11-24T22:37:07.270+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0020_8620 (Request 254/507)
[2024-11-24T22:37:09.684+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0013_8620 (Request 255/507)
[2024-11-24T22:37:12.066+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0008_8620 (Request 256/507)
[2024-11-24T22:37:14.928+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0008_8620 (Request 257/507)
[2024-11-24T22:37:17.948+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0008_8620 (Request 258/507)
[2024-11-24T22:37:20.532+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0012_8620 (Request 259/507)
[2024-11-24T22:37:22.979+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0017_8620 (Request 260/507)
[2024-11-24T22:37:25.648+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0025_8620 (Request 261/507)
[2024-11-24T22:37:28.071+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0009_8620 (Request 262/507)
[2024-11-24T22:37:30.491+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0008_8620 (Request 263/507)
[2024-11-24T22:37:32.945+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0025_8620 (Request 264/507)
[2024-11-24T22:37:35.364+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0006_8620 (Request 265/507)
[2024-11-24T22:37:37.833+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0008_8620 (Request 266/507)
[2024-11-24T22:37:40.394+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0011_8620 (Request 267/507)
[2024-11-24T22:37:42.958+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0020_8620 (Request 268/507)
[2024-11-24T22:37:45.609+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0006_8620 (Request 269/507)
[2024-11-24T22:37:48.060+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0014_8620 (Request 270/507)
[2024-11-24T22:37:50.752+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0010_8620 (Request 271/507)
[2024-11-24T22:37:53.547+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0012_8620 (Request 272/507)
[2024-11-24T22:37:56.033+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0017_8620 (Request 273/507)
[2024-11-24T22:37:58.684+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0027_8620 (Request 274/507)
[2024-11-24T22:38:01.399+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0012_8620 (Request 275/507)
[2024-11-24T22:38:04.709+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0020_8620 (Request 276/507)
[2024-11-24T22:38:07.127+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0009_8620 (Request 277/507)
[2024-11-24T22:38:09.592+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0006_8620 (Request 278/507)
[2024-11-24T22:38:12.245+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0025_8620 (Request 279/507)
[2024-11-24T22:38:14.657+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0010_8620 (Request 280/507)
[2024-11-24T22:38:17.184+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0017_8620 (Request 281/507)
[2024-11-24T22:38:19.827+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0006_8620 (Request 282/507)
[2024-11-24T22:38:22.482+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0009_8620 (Request 283/507)
[2024-11-24T22:38:24.997+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0010_8620 (Request 284/507)
[2024-11-24T22:38:27.785+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0016_8620 (Request 285/507)
[2024-11-24T22:38:30.454+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0006_8620 (Request 286/507)
[2024-11-24T22:38:33.085+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0006_8620 (Request 287/507)
[2024-11-24T22:38:36.648+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0011_8620 (Request 288/507)
[2024-11-24T22:38:42.193+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0026_8620 (Request 289/507)
[2024-11-24T22:38:45.020+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0014_8620 (Request 290/507)
[2024-11-24T22:38:47.682+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0019_8620 (Request 291/507)
[2024-11-24T22:38:51.143+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0006_8620 (Request 292/507)
[2024-11-24T22:38:53.709+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0011_8620 (Request 293/507)
[2024-11-24T22:38:56.965+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0013_8620 (Request 294/507)
[2024-11-24T22:38:59.492+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0024_8620 (Request 295/507)
[2024-11-24T22:39:01.944+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0011_8620 (Request 296/507)
[2024-11-24T22:39:06.532+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0011_8620 (Request 297/507)
[2024-11-24T22:39:10.086+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0022_8620 (Request 298/507)
[2024-11-24T22:39:12.484+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0011_8620 (Request 299/507)
[2024-11-24T22:39:15.817+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0022_8620 (Request 300/507)
[2024-11-24T22:39:19.708+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0006_8620 (Request 301/507)
[2024-11-24T22:39:31.141+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0017_8620 (Request 302/507)
[2024-11-24T22:39:34.039+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0022_8620 (Request 303/507)
