[2024-11-29T00:00:12.301+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-29T00:00:12.377+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-28T00:00:00+00:00 [queued]>
[2024-11-29T00:00:12.413+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-28T00:00:00+00:00 [queued]>
[2024-11-29T00:00:12.415+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-29T00:00:12.487+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-28 00:00:00+00:00
[2024-11-29T00:00:12.546+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=43721) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-29T00:00:12.558+0000] {standard_task_runner.py:72} INFO - Started process 43738 to run task
[2024-11-29T00:00:12.535+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'scheduled__2024-11-28T00:00:00+00:00', '--job-id', '456', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmprk1leckm']
[2024-11-29T00:00:12.568+0000] {standard_task_runner.py:105} INFO - Job 456: Subtask extract_usa_spending_data_task
[2024-11-29T00:00:12.818+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-28T00:00:00+00:00 [running]> on host 6a246d8d590f
[2024-11-29T03:43:44.837+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0021_8620 (Request 469/509)
[2024-11-29T03:43:48.381+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0021_8620 (Request 470/509)
[2024-11-29T03:43:51.177+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0027_8620 (Request 471/509)
[2024-11-29T03:43:55.939+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0012_8620 (Request 472/509)
[2024-11-29T03:43:58.918+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0021_8620 (Request 473/509)
[2024-11-29T03:44:01.971+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0021_8620 (Request 474/509)
[2024-11-29T03:44:08.541+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0021_8620 (Request 475/509)
[2024-11-29T03:44:11.548+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0021_8620 (Request 476/509)
[2024-11-29T03:44:15.967+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0025_8620 (Request 477/509)
[2024-11-29T03:44:20.441+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0027_8620 (Request 478/509)
[2024-11-29T03:44:23.094+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0021_8620 (Request 479/509)
[2024-11-29T03:44:30.994+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0027_8620 (Request 480/509)
[2024-11-29T03:44:36.499+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0012_8620 (Request 481/509)
[2024-11-29T03:44:38.998+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0025_8620 (Request 482/509)
[2024-11-29T03:44:41.622+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0025_8620 (Request 483/509)
[2024-11-29T03:44:46.886+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0021_8620 (Request 484/509)
[2024-11-29T03:44:51.620+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0025_8620 (Request 485/509)
[2024-11-29T03:44:54.495+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0027_8620 (Request 486/509)
[2024-11-29T03:44:57.870+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0027_8620 (Request 487/509)
[2024-11-29T03:45:01.186+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0025_8620 (Request 488/509)
[2024-11-29T03:45:08.168+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0021_8620 (Request 489/509)
[2024-11-29T03:45:11.509+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0021_8620 (Request 490/509)
[2024-11-29T03:45:26.747+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0025_8620 (Request 491/509)
[2024-11-29T03:45:29.260+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0012_8620 (Request 492/509)
[2024-11-29T03:45:31.777+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0025_8620 (Request 493/509)
[2024-11-29T03:45:38.089+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0025_8620 (Request 494/509)
[2024-11-29T03:45:40.935+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0012_8620 (Request 495/509)
[2024-11-29T03:45:43.846+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0012_8620 (Request 496/509)
[2024-11-29T03:45:53.012+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0012_8620 (Request 497/509)
[2024-11-29T03:45:56.565+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0027_8620 (Request 498/509)
[2024-11-29T03:45:59.404+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0027_8620 (Request 499/509)
[2024-11-29T03:46:02.570+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0025_8620 (Request 500/509)
[2024-11-29T03:46:07.683+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0012_8620 (Request 501/509)
[2024-11-29T03:46:10.919+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0025_8620 (Request 502/509)
[2024-11-29T03:46:16.682+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0012_8620 (Request 503/509)
[2024-11-29T03:46:20.639+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0012_8620 (Request 504/509)
[2024-11-29T03:46:23.976+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0025_8620 (Request 505/509)
[2024-11-29T03:46:29.827+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0025_8620 (Request 506/509)
[2024-11-29T03:46:33.698+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0012_8620 (Request 507/509)
[2024-11-29T03:46:36.936+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0012_8620 (Request 508/509)
[2024-11-29T03:46:42.039+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0012_8620 (Request 509/509)
[2024-11-29T03:46:50.181+0000] {logging_mixin.py:190} INFO - File saved to S3: s3://project-raw-data-files/usa_spending_data/other_data_11_29_2024.csv
[2024-11-29T03:46:50.185+0000] {logging_mixin.py:190} INFO - Extracting Funding Data
[2024-11-29T03:46:50.192+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-DP-72-0002_8620
[2024-11-29T03:46:50.926+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-DP-72-0001_8620
[2024-11-29T03:46:52.422+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-DE-72-0001_8620
[2024-11-29T03:46:53.082+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-17-DM-72-0001_8620
[2024-11-29T03:46:53.785+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-DP-72-0001_8620
[2024-11-29T03:46:54.268+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-21-DZ-72-0001_8620
[2024-11-29T03:46:54.781+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-23-DN-72-0001_8620
[2024-11-29T03:46:55.352+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-DC-72-0001_8620
[2024-11-29T03:46:56.928+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-DC-72-0001_8620
[2024-11-29T03:46:57.320+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-DC-72-0001_8620
[2024-11-29T03:46:57.696+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-DC-72-0001_8620
[2024-11-29T03:46:58.235+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-DF-72-0001_8620
[2024-11-29T03:46:58.959+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-DW-72-0001_8620
[2024-11-29T03:47:25.909+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-DI-72-0001_8620
[2024-11-29T03:47:26.836+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-12-DC-72-0001_8620
[2024-11-29T03:47:27.275+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-DC-72-0001_8620
[2024-11-29T03:47:27.904+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-14-DC-72-0001_8620
[2024-11-29T03:47:33.536+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-DC-72-0001_8620
[2024-11-29T03:47:42.397+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-15-DC-72-0001_8620
[2024-11-29T03:47:42.962+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-DC-72-0001_8620
[2024-11-29T03:47:43.536+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-21-DC-72-0001_8620
[2024-11-29T03:47:44.028+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-DC-72-0001_8620
[2024-11-29T03:47:44.540+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-16-DC-72-0001_8620
[2024-11-29T03:47:48.100+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-17-DC-72-0001_8620
[2024-11-29T03:47:48.688+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-22-DC-72-0001_8620
[2024-11-29T03:47:51.620+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-23-DC-72-0001_8620
[2024-11-29T03:47:52.357+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-24-DC-72-0001_8620
[2024-11-29T03:47:52.875+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-DN-72-0001_8620
[2024-11-29T03:47:54.202+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0007_8620
[2024-11-29T03:47:55.869+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0007_8620
[2024-11-29T03:47:57.279+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0007_8620
[2024-11-29T03:47:57.923+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-MC-72-0007_8620
[2024-11-29T03:48:00.091+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-05-DJ-72-0001_8620
[2024-11-29T03:48:00.559+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-21-MC-72-0007_8620
[2024-11-29T03:48:01.069+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-MC-72-0007_8620
[2024-11-29T03:48:02.376+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-MC-72-0007_8620
[2024-11-29T03:48:04.209+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-24-MC-72-0007_8620
[2024-11-29T03:48:05.137+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-MC-72-0007_8620
[2024-11-29T03:48:07.207+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-23-MC-72-0007_8620
[2024-11-29T03:48:07.720+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-22-MC-72-0007_8620
[2024-11-29T03:48:08.884+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-MW-72-0007_8620
[2024-11-29T03:48:10.066+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0007_8620
[2024-11-29T03:48:10.650+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-14-MC-72-0007_8620
[2024-11-29T03:48:11.017+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-17-MC-72-0007_8620
[2024-11-29T03:48:13.182+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-15-MC-72-0007_8620
[2024-11-29T03:48:14.975+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-16-MC-72-0007_8620
[2024-11-29T03:48:18.594+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-12-MC-72-0007_8620
[2024-11-29T03:48:46.295+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0003_8620
[2024-11-29T03:48:46.800+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0003_8620
[2024-11-29T03:48:47.144+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-10-MC-72-0003_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-29T03:48:47.145+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0004_8620
[2024-11-29T03:48:47.558+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0003_8620
[2024-11-29T03:48:47.884+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-09-MC-72-0003_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-29T03:48:47.885+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0003_8620
[2024-11-29T03:48:48.273+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-08-MC-72-0003_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-29T03:48:48.274+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0004_8620
[2024-11-29T03:48:48.631+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-10-MC-72-0004_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-29T03:48:48.632+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0005_8620
[2024-11-29T03:48:48.960+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-13-MC-72-0005_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-29T03:48:48.961+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-MC-72-0003_8620
[2024-11-29T03:48:49.596+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0004_8620
[2024-11-29T03:48:50.717+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0004_8620
[2024-11-29T03:48:51.577+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0005_8620
[2024-11-29T03:48:52.770+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-MC-72-0004_8620
[2024-11-29T03:48:53.612+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0001_8620
[2024-11-29T03:48:54.536+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0005_8620
[2024-11-29T03:48:54.978+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0005_8620
[2024-11-29T03:48:55.547+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0001_8620
[2024-11-29T03:48:56.114+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-MC-72-0005_8620
[2024-11-29T03:48:56.537+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0001_8620
[2024-11-29T03:48:56.912+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0001_8620
[2024-11-29T03:48:57.250+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0002_8620
[2024-11-29T03:48:57.718+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0002_8620
[2024-11-29T03:48:58.110+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0009_8620
[2024-11-29T03:48:58.589+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-12-MC-72-0003_8620
[2024-11-29T03:48:58.963+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-MC-72-0001_8620
[2024-11-29T03:48:59.374+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0009_8620
[2024-11-29T03:48:59.957+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0002_8620
[2024-11-29T03:49:00.402+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0002_8620
[2024-11-29T03:49:01.752+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-14-MC-72-0003_8620
[2024-11-29T03:49:02.227+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0009_8620
[2024-11-29T03:49:02.728+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0008_8620
[2024-11-29T03:49:03.212+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0009_8620
[2024-11-29T03:49:04.050+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-12-MC-72-0004_8620
[2024-11-29T03:49:04.610+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-15-MC-72-0003_8620
[2024-11-29T03:49:05.179+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-11-MC-72-0002_8620
[2024-11-29T03:49:06.875+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-14-MC-72-0004_8620
[2024-11-29T03:49:07.344+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-MC-72-0003_8620
[2024-11-29T03:49:07.925+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-MC-72-0003_8620
[2024-11-29T03:49:08.517+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-16-MC-72-0003_8620
[2024-11-29T03:49:08.944+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-21-MC-72-0003_8620
[2024-11-29T03:49:09.526+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-12-MC-72-0005_8620
[2024-11-29T03:49:09.958+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-MW-72-0003_8620
[2024-11-29T03:49:10.768+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-MC-72-0003_8620
[2024-11-29T03:49:11.646+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-MW-72-0004_8620
[2024-11-29T03:49:12.118+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-24-MC-72-0003_8620
[2024-11-29T03:49:12.758+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-15-MC-72-0004_8620
[2024-11-29T03:49:13.146+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-23-MC-72-0003_8620
[2024-11-29T03:49:14.472+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-17-MC-72-0003_8620
[2024-11-29T03:49:16.618+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-22-MC-72-0003_8620
[2024-11-29T03:49:23.151+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-18-MC-72-0004_8620
[2024-11-29T03:49:28.727+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0008_8620
[2024-11-29T03:49:29.262+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0017_8620
[2024-11-29T03:49:32.244+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0011_8620
[2024-11-29T03:49:34.696+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-21-MC-72-0004_8620
[2024-11-29T03:49:36.993+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-16-MC-72-0004_8620
[2024-11-29T03:49:37.416+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-20-MC-72-0004_8620
[2024-11-29T03:49:37.907+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-19-MC-72-0004_8620
[2024-11-29T03:49:38.582+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-24-MC-72-0004_8620
[2024-11-29T03:49:40.853+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-14-MC-72-0005_8620
[2024-11-29T03:49:41.927+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-22-MC-72-0004_8620
[2024-11-29T03:49:42.409+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-17-MC-72-0004_8620
[2024-11-29T03:49:43.366+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-23-MC-72-0004_8620
[2024-11-29T03:49:45.084+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-09-MC-72-0008_8620
[2024-11-29T03:49:45.424+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-09-MC-72-0008_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-29T03:49:45.427+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-08-MC-72-0008_8620
[2024-11-29T03:49:45.768+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-08-MC-72-0008_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-29T03:49:45.769+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0014_8620
[2024-11-29T03:49:46.183+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-13-MC-72-0014_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-29T03:49:46.187+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0006_8620
[2024-11-29T03:49:46.534+0000] {usa_spending_extraction_script.py:184} ERROR - Other error occurred for award_id ASST_NON_B-10-MC-72-0006_8620: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-29T03:49:46.535+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0020_8620
[2024-11-29T03:49:49.559+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-13-MC-72-0013_8620
[2024-11-29T03:50:06.904+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-10-MC-72-0011_8620
[2024-11-29T03:50:13.838+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-12-MC-72-0001_8620
[2024-11-29T03:50:15.910+0000] {usa_spending_extraction_script.py:201} INFO - Fetching funding data for award_id: ASST_NON_B-15-MC-72-0005_8620
